3,-0.89135,0.78298,1.2853,-0.34699,0.82296,-0.28982,0.57676,1.4282,1.0163,1.0313,0.78217,0.47876,-0.46424,-0.87154,-1.1279,0.51673,-1.6265,-1.2118,0.63333,0.67925,0.88216,-0.992,-0.28871,1.1572,-1.2731,1.3224,0.58448,0.62265,0.35861,-0.80418,1.2518,-0.91425,-0.80792,-1.7168,1.4968,-0.13138,1.128,-0.28054,0.8735,1.1282,-0.99755,-1.0752,-0.62138,-1.5016,-1.3723,-1.3326,-0.21452,1.2293,1.0996,0.1455,1.0064,0.74953,0.013533,-1.2939,-1.4479,-1.4352,-1.4651,-1.3978,-1.2737,-1.275,-1.1765,-1.0305,-1.096,-1.0682,-1.0252,-0.77959,-0.65926,-0.48979,-0.51818,-0.19327,-0.0018869,-0.13693,0.10871,0.14906,0.48606,0.55823,0.49336,0.71103,0.84316,0.6283,0.93496,1.0913,1.0256,1.225,1.2983,1.1297,1.072,1.1308,1.2845,1.125,1.2022,1.2533,0.72586,-0.49815,-0.044138,-1.1632,-0.4039,1.4534,-1.2742,-0.3199
3,-0.66387,-0.19163,-0.063433,-0.45538,-1.2643,0.99948,1.6506,-1.2818,-1.348,-1.4661,-1.435,-1.4732,-1.4036,-1.1432,-1.2807,-1.0651,-0.9616,-1.1283,-0.7704,-0.73844,-0.60415,-0.57745,-0.40146,-0.40735,-0.30963,-0.0026007,-0.015957,0.075509,0.38354,0.31324,0.56928,0.58989,0.6818,0.57972,1.0056,0.83891,0.91836,1.0367,0.94062,1.1994,1.1409,1.1733,1.1666,1.1281,1.1962,1.226,0.72586,-1.7639,0.12495,0.55514,-1.3324,-0.76385,1.0894,0.4436,-0.70868,1.362,0.5557,-1.542,1.5771,1.1243,0.30767,-0.017601,-1.1425,0.39606,0.46681,0.48283,-1.0488,-0.2356,0.31355,-0.90252,-1.8163,-0.83506,-0.15808,-0.33859,-1.1552,-0.23654,-1.5182,1.6407,-1.1472,-1.1041,0.76838,0.84095,1.5131,-0.12554,-0.46169,-1.309,1.6035,0.10817,0.34449,-1.3248,-0.13539,1.278,0.048637,0.54569,1.5728,1.1979,0.31983,1.0468,-1.575,1.2652
3,-0.74018,-0.12382,0.7411,0.73911,0.56715,1.0771,-1.4029,1.1124,-1.1803,-0.19238,0.020681,1.1282,0.25894,-1.1716,1.0915,1.7954,0.036192,1.8565,0.98754,1.2602,-0.77054,-1.2876,0.41207,0.67094,1.0977,-1.8376,-0.74542,-1.3184,-1.2863,-1.2539,-1.1979,-1.2152,-1.4172,-1.3011,-1.2167,-1.2799,-1.015,-0.92401,-1.0555,-0.80039,-0.77118,-0.70614,-0.48883,-0.34988,-0.13101,-0.13064,-0.16489,0.15977,0.27051,0.21331,0.54022,0.50755,0.77898,0.89055,0.63407,0.87507,1.057,0.95847,1.0529,1.2184,1.1408,1.2242,1.3186,1.2775,1.3061,1.3177,1.2825,0.72586,0.48471,0.31089,0.54484,-1.6672,1.356,0.49265,-1.7735,1.0502,0.88412,-1.6203,0.45029,0.84035,1.0035,-1.5124,0.35025,-0.22855,0.48645,-0.19893,1.258,0.54654,0.17963,0.93464,-0.46225,-0.91242,0.077134,0.84069,0.90079,0.35448,1.5917,-1.9623,0.82277,0.26184
3,0.6673,0.9421,0.67053,0.5308,-0.20776,-1.3882,-1.0074,-0.21578,0.71273,1.5232,1.29,0.43317,1.1689,-0.6469,0.94831,-1.1026,0.45543,0.22543,0.028352,0.21416,0.080526,1.1972,0.18429,-1.4627,-0.1368,-0.98914,0.39148,-0.94714,0.69954,1.5203,0.092085,-0.41324,1.0369,-1.4542,-1.1888,-0.0030947,1.7511,-0.2747,0.15921,-0.605,1.2455,1.0535,-1.3493,-0.76037,0.82817,-0.88773,-0.48222,0.2505,-1.4466,-1.4919,-1.2483,-1.2749,-1.3569,-1.4174,-1.3747,-1.3554,-1.1539,-1.047,-0.92244,-0.81762,-0.72868,-0.70041,-0.61952,-0.55333,-0.29221,-0.077013,-0.068366,0.007581,0.38329,0.47806,0.60034,0.60748,0.58041,0.88637,0.71075,0.84755,1.0087,0.97049,1.0122,1.0355,1.0353,1.0679,1.2362,1.3159,1.2339,1.254,1.4243,0.72586,1.6201,1.6187,0.82589,-0.45291,0.16586,-1.4316,1.0012,0.44005,-1.489,-0.83905,-1.2793,-1.2219
3,0.74428,-1.3971,-1.2974,1.455,-0.55049,0.083682,-0.47481,0.31921,0.80704,-0.042645,-0.32457,-0.82922,1.3966,1.4209,-1.5996,0.41993,0.51661,-1.2504,0.76845,1.0989,-1.4893,1.1766,1.6362,-1.6443,-0.57593,0.22592,-1.6214,0.90122,0.74425,-1.6133,-0.2852,-0.32601,0.93545,-1.2373,-0.68058,1.3854,0.46941,-1.0372,-1.1596,0.5751,-0.17981,1.1148,1.4104,0.89673,-0.46385,1.25,0.54953,1.4416,1.058,1.2778,-0.01863,1.5051,-1.2952,-1.2047,-1.3962,-1.2174,-1.3914,-1.21,-1.2132,-1.2882,-1.0304,-0.89009,-1.1308,-1.0524,-0.83106,-0.88752,-0.71293,-0.7071,-0.2238,-0.16609,-0.18388,-0.11904,-0.038538,0.33058,0.48171,0.53605,0.66441,0.86987,0.78627,0.79427,0.86413,0.92728,0.97314,1.2179,1.1963,1.1981,1.1547,1.2328,1.1457,1.1815,1.1761,1.4593,0.72586,-1.4542,-0.87261,-1.6359,-0.50806,0.1461,-0.040951,0.03442
0,-1.3035,1.1026,-0.81233,-0.56968,-0.51105,0.44126,-0.041643,0.066242,-0.61194,1.7127,-0.89611,-1.4765,-0.97914,-1.5053,1.1513,-0.75946,-0.35881,-0.66594,-1.1543,-0.07298,-0.51434,-1.313,1.1404,0.32468,0.72639,-0.052769,-0.43434,1.0237,1.4195,-0.89403,0.42986,-1.511,0.3553,1.0364,-0.11834,0.083645,0.6661,0.57525,1.65,1.0926,-1.2749,-1.1943,-1.3396,0.24633,1.1649,-0.53864,-0.57594,-0.0029107,-0.10949,1.4803,-0.76862,0.64841,0.55567,0.22379,-0.83848,1.67,1.3237,-1.3475,-1.1612,0.33957,1.0319,-1.1402,0.096668,-1.5052,0.66391,1.6698,0.15079,0.12182,-0.34578,0.38357,-0.49746,-1.2442,-1.0994,-1.4164,0.26748,-0.18431,1.4443,0.96075,0.44458,-1.412,-0.52585,1.684,0.033713,-0.84415,-1.5388,-1.4212,1.3144,0.89746,-0.83321,0.69959,0.7888,1.0193,1.5564,-0.51539,1.6928,0.68268,1.3719,1.4216,-1.4033,-1.4138
0,-1.2555,0.93437,0.074208,-0.54859,1.4847,-0.59453,-0.57326,-0.4054,0.52083,-1.0836,0.083196,-1.4698,-0.75311,-0.58272,0.39259,-0.30572,1.6552,-0.779,-1.5897,0.005344,1.0354,-1.0561,-0.23166,0.6784,0.20367,-0.93505,-1.1012,-0.45879,-0.29237,-1.1607,1.7033,1.0256,0.034963,1.2544,-0.9405,-1.3831,-0.084153,0.16931,-0.046494,1.4968,-0.094763,-1.6721,-0.21407,0.012531,-0.65545,-0.89379,-1.2275,1.5666,1.5798,1.0853,-0.73035,1.2472,-0.24286,0.29464,1.7404,0.82373,-0.49834,-0.72985,-0.86757,0.11284,0.97868,1.7375,-0.58333,0.52228,0.95023,-1.3872,0.86029,-0.37391,-1.5745,-1.5888,-0.80705,-0.075035,-1.6704,0.52661,1.6234,-1.2606,1.2969,1.4672,0.85397,-1.2772,1.2158,1.4301,-0.56518,1.6036,-1.2436,1.0886,-1.6191,-0.1064,1.2216,0.2246,-1.0683,0.075951,-0.36737,-0.19443,0.25685,-0.055605,-0.41795,1.3969,-0.24311,1.3905
0,-0.066206,0.44133,0.66221,0.46101,0.52065,0.89383,-0.79247,0.61344,-1.8948,-0.89717,-0.79794,-0.78902,0.31413,1.6477,0.90029,-1.5719,-0.060868,-0.91158,1.7084,0.078099,0.51528,-0.0062876,0.073587,-0.27291,-0.36446,0.04391,0.11818,-0.75308,1.0009,0.19674,0.5098,0.33048,0.060905,1.5521,-2.0695,-0.81246,-0.32642,-1.3247,1.2688,-0.7013,0.8192,0.28931,-0.30491,-1.0572,0.26295,0.77034,0.87256,-1.4444,0.12871,0.14594,1.2281,-2.0686,0.92053,0.046321,0.14066,0.91823,1.1056,1.6833,0.38566,-1.5063,0.98215,-0.0074238,-1.1212,1.0072,1.3236,-1.8513,-0.010814,1.5277,-1.0506,-1.57,-1.6447,-0.71999,-0.89315,-0.87573,0.19477,-0.90629,1.525,-1.0349,0.88709,0.99026,-0.7699,0.60528,0.29201,-1.1159,-0.20017,-0.40207,0.044691,-1.9426,-2.1415,0.49647,1.6755,-0.55177,0.97548,1.5914,0.73982,0.99465,0.57527,-1.1176,1.0832,-0.41863
0,-0.62706,0.45321,1.2248,-0.20402,-0.57199,0.56665,-0.70775,1.1354,1.0081,1.424,-1.2717,-0.82467,-1.7801,-1.6929,1.3778,-1.1566,0.92593,0.93281,-0.79569,0.86104,-1.3458,1.2413,0.50308,-0.44772,-0.23724,-0.17262,0.35653,0.44673,-0.024018,1.3097,-1.321,-0.41218,-0.80099,1.624,1.3012,-1.8431,-0.16899,0.27701,1.5904,1.5758,0.44919,-0.43536,0.77767,-0.4151,0.48532,-0.096271,0.77084,-1.0731,-0.77851,-1.3118,-0.67233,0.97801,-0.64531,-0.89327,0.83041,-1.0812,-0.38868,-1.6819,-0.053349,1.1566,0.49273,1.3083,-0.44415,-0.49629,-0.64157,0.45657,1.5314,-0.010775,-1.7634,-0.86557,0.30198,-1.3529,0.49732,-0.47329,-0.066569,0.40694,1.4878,0.59308,-1.1789,1.4021,-1.531,-1.6511,1.2248,-1.5421,0.63911,-1.7557,1.3256,0.51127,1.0466,-0.073539,-0.50536,0.2297,1.221,0.17469,-1.4741,1.0753,-0.22583,-0.78587,-0.14335,1.4039
0,1.0545,-0.17597,-1.719,-0.28386,-1.613,-0.050178,0.59426,-1.0775,-0.97938,-1.4926,0.48223,-0.69655,0.64185,-1.5729,-0.32341,-1.1198,0.45546,0.80483,-1.6663,0.24688,-0.46135,1.556,0.16381,-0.40757,1.2021,-1.5551,-0.20495,-0.43704,0.39052,-1.2212,1.3118,1.5068,1.3794,-0.57374,0.55677,-0.016105,-0.47462,1.3388,0.53762,-0.51109,0.99838,-1.0539,1.3054,-1.3428,-1.7302,-1.688,1.0865,-0.93464,0.76839,0.7591,-1.0835,1.1983,-1.5915,-1.1014,0.54328,0.71496,1.3196,0.65511,0.0914,0.40833,-0.8915,-1.5005,0.86881,0.68573,-0.08959,0.73039,1.1239,-1.4307,0.83947,0.37686,-1.0529,1.0098,-0.072882,0.60754,-0.51991,1.5171,0.19917,0.77339,1.3524,-1.0742,1.1476,-0.33942,0.36233,0.53598,0.79406,0.52815,-0.3192,-1.5443,0.88712,0.31708,-1.2822,0.72466,0.049351,-1.699,-1.6972,1.0729,1.3647,-0.65429,1.3511,0.034845
